Time,time,range
1638389164.2303522,1638389164227698550,1200
1638389164.341634,1638389164338784148,2753
1638389164.4321287,1638389164429429906,1276
1638389164.6003432,1638389164528951902,1519
1638389164.6408696,1638389164638667618,1093
1638389164.7409582,1638389164738939588,1152
1638389164.8411982,1638389164839042322,1316
1638389164.9287837,1638389164926360493,1522
1638389165.040114,1638389165037260172,1083
1638389165.1297107,1638389165126422559,990
1638389165.250285,1638389165225961024,945
1638389165.3281124,1638389165326109657,1376
1638389165.4413126,1638389165438988049,2495
1638389165.530138,1638389165527193097,2052
1638389165.650693,1638389165625518832,2365
1638389165.742072,1638389165739536457,3229
1638389165.8421054,1638389165839712645,3165
1638389165.929537,1638389165926947905,1630
1638389166.0432384,1638389166040294038,1930
1638389166.14244,1638389166140517166,1907
1638389166.2432673,1638389166241114292,1707
1638389166.3420243,1638389166339360132,1346
1638389166.4282265,1638389166426313502,1433
1638389166.5287392,1638389166526198158,1052
1638389166.6427937,1638389166640339757,1226
1638389166.744525,1638389166739607786,1179
1638389166.8416877,1638389166839650271,1117
1638389166.9422808,1638389166940374753,1173
1638389167.0428245,1638389167040570831,1177
1638389167.1429858,1638389167140903146,1017
1638389167.228748,1638389167226930029,1006
1638389167.343211,1638389167340789884,1094
1638389167.4301257,1638389167427893024,1021
1638389167.5289965,1638389167526910985,1129
1638389167.6288512,1638389167626886649,982
1638389167.743186,1638389167740620397,1279
1638389167.8432639,1638389167840661380,1864
1638389167.9307773,1638389167927849060,1559
1638389168.0439901,1638389168042050079,2427
1638389168.1420107,1638389168139601337,2276
1638389168.2418876,1638389168239828025,2166
1638389168.3424208,1638389168340321356,1541
1638389168.4429061,1638389168440549086,1582
1638389168.5488815,1638389168545946722,1370
1638389168.6304567,1638389168627482691,955
1638389168.7293067,1638389168727565668,984
1638389168.8297117,1638389168827561812,1039
1638389168.9433017,1638389168940567520,1244
1638389169.043373,1638389169040580890,955
1638389169.1586962,1638389169156849488,796
1638389169.2303586,1638389169228381015,1379
1638389169.3415668,1638389169339642851,1277
1638389169.4426646,1638389169440060559,929
1638389169.5423234,1638389169539935815,1193
1638389169.6308744,1638389169627638473,909
1638389169.74223,1638389169740409527,1115
1638389169.8290815,1638389169827318458,996
1638389169.9427273,1638389169940322973,1179
1638389170.0445929,1638389170040542363,893
1638389170.1432776,1638389170140912888,1067
1638389170.3073165,1638389170241304926,911
1638389170.3561106,1638389170353976182,978
1638389170.428774,1638389170426977829,808
1638389170.5417418,1638389170539267640,1116
1638389170.6419818,1638389170639800317,890
1638389170.7411594,1638389170739676886,1291
1638389170.8418443,1638389170839636328,1259
1638389170.9287157,1638389170926617991,884
1638389171.0455904,1638389171043768748,981
1638389171.1424787,1638389171140238941,1077
1638389171.244601,1638389171242633952,879
1638389171.328422,1638389171326246748,1066
1638389171.4441524,1638389171442432116,869
1638389171.5299156,1638389171528396608,958
1638389171.629514,1638389171627841529,953
1638389171.7435892,1638389171741093578,1120
1638389171.8297126,1638389171827451027,825
1638389171.94315,1638389171941194272,1166
1638389172.0428655,1638389172041432174,1128
1638389172.1439004,1638389172141922837,533
1638389172.2313585,1638389172228903907,1130
1638389172.3302212,1638389172328854619,943
1638389172.4302552,1638389172428789497,1082
1638389172.5437589,1638389172541992744,1089
1638389172.647268,1638389172645105547,1102
1638389172.7307506,1638389172729075532,1109
1638389172.8295052,1638389172827466555,1457
1638389172.9294362,1638389172927899347,1034
1638389173.0438316,1638389173041987304,1169
1638389173.143262,1638389173142011368,1203
1638389173.2438035,1638389173241986886,2096
1638389173.3307717,1638389173328476516,2745
1638389173.40689,1638389173405357577,2861
1638389173.506313,1638389173505112291,2936
1638389173.6496928,1638389173647409876,2985
1638389173.7519095,1638389173750327460,3013
1638389173.847106,1638389173845534060,2926
1638389173.9555004,1638389173953327551,2584
1638389174.0506833,1638389174048672273,2668
1638389174.1469548,1638389174145236679,2783
1638389174.2470229,1638389174245228251,2831
1638389174.3469083,1638389174345709716,2929
1638389174.4040654,1638389174402469982,2995
1638389174.5041857,1638389174502668137,3159
1638389174.6039276,1638389174602595797,3635
1638389174.704335,1638389174702692120,3822
1638389174.8036802,1638389174802384704,3741
1638389174.905682,1638389174900473429,4177
1638389175.0022829,1638389175001098815,932
1638389175.1025965,1638389175101450227,1588
1638389175.205111,1638389175201207205,1848
1638389175.3022068,1638389175301040180,1188
1638389175.4034023,1638389175402193182,1668
1638389175.5010753,1638389175499583621,1720
1638389175.600999,1638389175599587446,1957
1638389175.700893,1638389175699257436,1640
1638389175.8032198,1638389175799263032,2097
1638389175.9002373,1638389175899232582,1329
1638389176.000845,1638389175999457211,1191
1638389176.0989697,1638389176097998195,1708
1638389176.1989987,1638389176198006356,1387
1638389176.2991405,1638389176298182814,1398
1638389176.3992116,1638389176398120707,967
1638389176.4991472,1638389176498114856,987
1638389176.5996246,1638389176598451903,713
1638389176.697571,1638389176696179472,988
1638389176.799945,1638389176798978118,1124
1638389176.8981266,1638389176896848774,1056
1638389176.99779,1638389176996756091,1362
1638389177.0979526,1638389177096939805,2192
1638389177.1980383,1638389177196937299,1234
1638389177.3550541,1638389177297231907,1044
1638389177.3977923,1638389177395481416,1059
1638389177.4968092,1638389177495686119,3214
1638389177.5977218,1638389177595690802,2361
1638389177.6983418,1638389177697252514,2483
1638389177.799558,1638389177798232970,3782
1638389177.8989851,1638389177897271203,470
1638389177.9952354,1638389177992816851,1381
1638389178.0937204,1638389178092797121,1342
1638389178.1937556,1638389178192638572,1115
1638389178.2940536,1638389178292879332,2102
1638389178.3936648,1638389178392650359,981
1638389178.4939334,1638389178492918258,1104
1638389178.593924,1638389178592670949,1028
1638389178.6937716,1638389178692977915,1291
1638389178.7938828,1638389178793022666,1278
1638389178.8936822,1638389178892518822,1312
1638389178.9944046,1638389178990310539,1359
1638389179.0952613,1638389179094207301,1270
1638389179.193507,1638389179192241296,1309
1638389179.2906513,1638389179289887596,1604
1638389179.3910613,1638389179389894648,1158
1638389179.493446,1638389179492654627,1261
1638389179.5905557,1638389179589778220,1319
1638389179.6906364,1638389179689860332,1450
1638389179.7906582,1638389179789919942,1267
1638389179.891136,1638389179889838183,1230
1638389179.9941509,1638389179989918056,1372
1638389180.0889304,1638389180087825911,1360
1638389180.1890519,1638389180187961948,1188
1638389180.2887204,1638389180287934687,1510
1638389180.3884656,1638389180387701990,1035
1638389180.4887424,1638389180487783543,1619
1638389180.5888164,1638389180587805089,1183
1638389180.6883836,1638389180687622606,1281
1638389180.7889426,1638389180788038826,1332
1638389180.8884158,1638389180887491411,1122
1638389180.988077,1638389180987284966,1357
1638389181.0866845,1638389181085587042,1490
1638389181.1861386,1638389181185474318,1313
1638389181.2870505,1638389181286353202,1033
1638389181.3862731,1638389181385651045,1134
1638389181.4888065,1638389181485201779,1100
1638389181.5862162,1638389181585693332,1606
1638389181.686688,1638389181685526645,1250
1638389181.7863815,1638389181785448560,1190
1638389181.9055154,1638389181904768562,1233
1638389181.9868813,1638389181985766134,1156
1638389182.0851266,1638389182083824140,1036
