Time,time,deltaX,deltaY,range,surfaceQuality
1638389618.0537405,1638389618068114480,-7,-3,8191,100
1638389618.1409714,1638389618155153708,-12,-4,8190,101
1638389618.2407634,1638389618255141352,-3,-3,8190,97
1638389618.354234,1638389618368233296,-9,-3,8191,104
1638389618.4538524,1638389618468217243,-2,-1,8191,98
1638389618.5409672,1638389618555192773,-15,0,8190,107
1638389618.6538408,1638389618667815922,-10,3,8191,107
1638389618.7552083,1638389618769405211,-7,-3,8191,114
1638389618.8408298,1638389618855051177,-10,-1,8190,123
1638389618.9542701,1638389618968404211,-4,-3,8191,126
1638389619.0409446,1638389619055318556,-12,-2,8190,133
1638389619.1539843,1638389619168277296,-3,-3,8191,134
1638389619.2544837,1638389619268406679,-10,-3,8190,131
1638389619.3564973,1638389619355001243,-5,-3,8190,136
1638389619.4404883,1638389619454900732,-2,-1,8190,141
1638389619.5541885,1638389619568369310,-13,-2,8190,135
1638389619.653912,1638389619668231613,-10,-5,206,131
1638389619.7405593,1638389619754840448,-6,-2,8190,132
1638389619.856283,1638389619870234781,-10,-5,8191,132
1638389619.9412866,1638389619955285043,-6,-4,8190,132
1638389620.0812557,1638389620055154127,-13,-4,8190,126
1638389620.14341,1638389620156983924,-6,-3,8190,123
1638389620.242371,1638389620256680261,-8,0,8190,119
1638389620.355681,1638389620369915480,-4,-1,8191,126
1638389620.4427118,1638389620457000577,-14,-8,8190,132
1638389620.5826402,1638389620556843317,-5,-2,8190,131
1638389620.6427832,1638389620656600798,-10,-2,8190,132
1638389620.755318,1638389620769387690,-8,-3,8191,135
1638389620.8420506,1638389620856201540,-8,-2,8190,134
1638389620.9440076,1638389620956467087,-5,-2,8190,137
1638389621.0421357,1638389621056373484,-8,4,8190,131
1638389621.1427248,1638389621156701811,-8,-6,8190,132
1638389621.2550235,1638389621269309615,-8,1,8191,134
1638389621.3595853,1638389621373364925,-2,-2,8191,127
1638389621.444313,1638389621458310641,-11,8,8190,127
1638389621.5544024,1638389621568646859,-5,-4,8191,124
1638389621.65527,1638389621669464763,-11,0,8191,121
1638389621.7557569,1638389621769408929,-3,1,8191,116
1638389621.85557,1638389621869380179,-14,-8,8191,108
1638389621.9648645,1638389621969440124,-1,-3,8191,109
1638389622.056038,1638389622069722789,-4,3,8191,108
1638389622.1564438,1638389622169365626,-14,-4,8191,98
1638389622.2837024,1638389622269462311,-3,-4,8191,100
1638389622.3550618,1638389622369265823,-1,-1,8191,94
1638389622.4553387,1638389622469282925,-12,0,8191,101
1638389622.5423896,1638389622556225612,-3,-5,8190,98
1638389622.6419604,1638389622656172299,-2,-1,8190,98
1638389622.7424934,1638389622756375232,-11,-3,8190,101
1638389622.8417175,1638389622855691250,-3,-2,8190,103
1638389622.9545302,1638389622968541626,-9,-5,8191,98
1638389623.0421767,1638389623056190721,-7,0,8190,97
1638389623.141693,1638389623155684049,-9,-4,8190,101
1638389623.2551937,1638389623268963609,-6,0,8191,103
1638389623.3468518,1638389623355916366,-7,-2,8190,101
1638389623.4422932,1638389623455893229,-8,-1,8190,106
1638389623.5554864,1638389623569325391,-10,-1,8191,104
1638389623.641789,1638389623655826018,-6,-1,8190,104
1638389623.7555788,1638389623769474584,-12,-2,8191,97
1638389623.8559458,1638389623869729100,-4,-3,8191,95
1638389623.9562314,1638389623970293716,-10,-1,8191,95
1638389624.0558972,1638389624070017368,-5,-2,8191,89
1638389624.1571465,1638389624170625702,-11,-1,8191,85
1638389624.255837,1638389624269172239,-2,-3,8191,83
1638389624.35463,1638389624368468871,-10,-3,8191,91
1638389624.454609,1638389624468360808,-6,0,8191,84
1638389624.5549605,1638389624568865603,-11,-4,8191,88
1638389624.6417863,1638389624655725149,-4,0,8190,88
1638389624.7446308,1638389624755713440,-3,-1,8190,89
1638389624.8418016,1638389624855760479,-11,-4,8190,88
1638389624.9553356,1638389624969277976,-7,-2,8191,88
1638389625.0557344,1638389625069594245,-8,-1,8191,89
1638389625.1430526,1638389625156868908,-10,-3,8190,90
1638389625.2427073,1638389625256695294,-5,-3,8190,94
1638389625.3438914,1638389625356909175,-10,-2,8190,97
1638389625.4411075,1638389625455079226,-5,-2,8190,113
1638389625.5437582,1638389625557499174,-13,-2,8190,120
1638389625.643508,1638389625657181186,-11,0,8190,122
1638389625.7436597,1638389625757764906,-4,0,8190,123
1638389625.8559568,1638389625870085201,2,0,8191,129
1638389625.9563236,1638389625970277780,1,0,8191,126
1638389626.0439196,1638389626057270584,0,0,8190,127
1638389626.1440728,1638389626158011249,1,0,8190,127
1638389626.242581,1638389626256478140,0,0,8190,126
1638389626.3441982,1638389626358249367,0,0,8190,126
1638389626.443024,1638389626456828913,-1,1,8190,124
1638389626.5427146,1638389626556822973,3,-2,8190,112
1638389626.6573098,1638389626671097070,4,-3,8191,120
1638389626.7434182,1638389626757489627,24,-17,8190,92
1638389626.8442016,1638389626858146023,24,1,8190,86
1638389626.9679866,1638389626978641868,28,4,8191,94
1638389627.0438821,1638389627057447131,23,-3,8190,111
1638389627.1583676,1638389627171285267,34,-7,8191,93
1638389627.244562,1638389627258254606,37,-3,8190,91
1638389627.3444145,1638389627358204676,32,2,8190,103
1638389627.4570053,1638389627470274916,41,6,8190,107
1638389627.545236,1638389627559189336,42,-6,8190,96
1638389627.6456032,1638389627659282999,40,-10,8190,102
1638389627.7586243,1638389627772257864,47,-13,8191,109
1638389627.846668,1638389627859649124,44,-8,8190,135
1638389627.9476025,1638389627961188447,46,-11,8190,130
1638389628.046234,1638389628060279425,50,-11,8190,127
1638389628.147498,1638389628160949455,37,-3,8190,122
1638389628.2423415,1638389628255994135,28,2,8190,125
1638389628.3597987,1638389628373207880,22,3,8191,132
1638389628.4602087,1638389628473200001,12,2,8191,126
1638389628.5458915,1638389628559836601,1,0,8190,130
1638389628.6471708,1638389628659993512,-2,0,8190,131
1638389628.7466083,1638389628759964593,-1,0,8190,131
1638389628.846783,1638389628859897601,0,0,8190,133
1638389628.988283,1638389628973233161,0,0,8191,130
1638389629.0433383,1638389629057069284,0,0,8190,131
1638389629.1441138,1638389629157124914,0,0,8190,127
1638389629.241654,1638389629255486554,0,0,8190,127
1638389629.341711,1638389629355436457,0,0,8190,133
1638389629.4414897,1638389629455298757,0,0,8190,130
1638389629.5561452,1638389629570202760,0,0,8191,128
1638389629.6421683,1638389629655362987,-3,1,8190,132
1638389629.7430458,1638389629756591417,6,-1,8190,129
1638389629.8411784,1638389629855117795,14,5,8190,131
1638389629.9426603,1638389629956288517,18,-1,8190,139
1638389630.0550888,1638389630069042871,21,-8,8191,121
1638389630.1450343,1638389630158036666,25,-9,8190,123
1638389630.255599,1638389630269589845,29,-11,8191,128
1638389630.3440738,1638389630357765889,45,-17,8190,131
1638389630.4566875,1638389630469845520,32,-4,8191,119
1638389630.5448053,1638389630558813534,19,0,8190,106
1638389630.6561804,1638389630669670731,9,2,8191,108
1638389630.7554278,1638389630769508312,0,0,8191,111
1638389630.918099,1638389630869942031,0,0,8190,109
1638389630.9553673,1638389630968811602,0,0,8191,112
1638389631.0416386,1638389631055616318,0,0,8190,109
1638389631.1547835,1638389631168575337,0,0,8191,107
1638389631.242158,1638389631255706306,0,0,8190,111
1638389631.355029,1638389631369039800,-1,0,8191,106
1638389631.4440236,1638389631457506640,0,0,8190,109
1638389631.5422797,1638389631556015037,-2,0,8190,107
1638389631.6422963,1638389631655766492,1,3,8190,111
1638389631.7550442,1638389631768793687,0,0,8191,108
1638389631.899122,1638389631855370548,0,0,8190,112
1638389631.9565048,1638389631969896894,0,0,8191,113
1638389632.055943,1638389632069616384,-6,0,8191,114
1638389632.1555848,1638389632168665107,8,-1,8191,106
1638389632.2570713,1638389632270282291,15,-6,8191,100
1638389632.3430731,1638389632356050324,16,-5,8190,101
1638389632.4446578,1638389632457823340,29,-3,8190,118
1638389632.5554316,1638389632568702560,29,-4,8190,123
1638389632.6427133,1638389632656493071,30,-9,8190,102
1638389632.7421925,1638389632755987258,24,-7,8190,85
1638389632.842492,1638389632856095709,33,-12,8190,101
1638389632.942652,1638389632956209368,46,-16,8190,118
1638389633.0425725,1638389633056223403,42,-18,8190,102
1638389633.142394,1638389633156146720,49,-12,8190,107
1638389633.2421298,1638389633256024984,53,-9,8190,124
1638389633.3424902,1638389633356386526,43,-3,8190,121
1638389633.4417226,1638389633455381987,46,-11,8190,101
1638389633.5561244,1638389633570003221,40,-10,8191,90
1638389633.657345,1638389633670643769,50,-5,8191,91
1638389633.7440617,1638389633757721180,42,-3,8190,98
1638389633.844253,1638389633857556008,52,0,8190,91
1638389633.9571385,1638389633970464916,32,0,8191,83
1638389634.0554395,1638389634068898574,22,7,8191,75
1638389634.1557586,1638389634169058367,17,2,8191,74
1638389634.2553058,1638389634268847902,10,0,8191,73
1638389634.3424082,1638389634355814238,-3,0,8190,76
1638389634.4426312,1638389634455669033,0,0,8190,75
1638389634.5554311,1638389634568673275,-1,1,8191,75
1638389634.6583772,1638389634671784652,-1,0,8191,73
1638389634.7422283,1638389634755847007,0,0,8190,74
1638389634.8421695,1638389634855752323,0,-1,8190,74
1638389634.9595575,1638389634968664795,0,0,8191,78
1638389635.042291,1638389635055853066,1,0,8190,72
1638389635.1414173,1638389635154936535,0,0,8190,73
1638389635.2556448,1638389635269157349,-2,2,8191,74
1638389635.3415365,1638389635355047984,0,0,8190,74
1638389635.4438283,1638389635457013090,0,0,8190,75
1638389635.5561302,1638389635569639494,0,0,8191,76
1638389635.6437664,1638389635657223548,0,0,8190,75
1638389635.7427979,1638389635756607014,-2,0,8190,76
1638389635.8426561,1638389635856426361,3,0,8190,75
1638389635.943056,1638389635956218468,6,-4,8190,77
1638389636.0559285,1638389636069133215,3,-14,8191,83
1638389636.1562898,1638389636169631846,17,-12,8191,80
1638389636.2567484,1638389636270070112,10,-22,8191,86
1638389636.3571947,1638389636370340620,25,-17,8191,94
1638389636.4419434,1638389636455429404,30,-9,8190,106
1638389636.5872123,1638389636568378066,40,-9,8191,108
1638389636.6555617,1638389636668874874,37,-14,8191,109
1638389636.742716,1638389636755903066,43,-2,8190,107
1638389636.8552208,1638389636868866832,31,-6,8191,121
1638389636.9559648,1638389636969028695,23,-9,8191,131
1638389637.0505748,1638389637057463499,32,-4,8190,125
1638389637.1418169,1638389637155357695,49,-7,8190,126
1638389637.2413354,1638389637254847866,27,-4,8190,133
1638389637.354336,1638389637368156130,21,1,8191,132
1638389637.442806,1638389637456544794,9,3,8190,133
1638389637.5563462,1638389637570135816,3,0,8191,131
1638389637.6568315,1638389637670312021,-3,0,8191,134
1638389637.741519,1638389637755133742,-9,0,8190,130
1638389637.8510692,1638389637856743579,3,-2,8190,132
1638389637.957745,1638389637971117197,15,-5,8191,143
1638389638.044512,1638389638057183395,21,-5,8190,145
1638389638.1567209,1638389638170152414,24,-7,8191,144
1638389638.2574565,1638389638271244307,28,-9,8191,128
1638389638.358252,1638389638371196159,26,-6,8191,132
1638389638.458588,1638389638472025763,40,-7,8190,146
1638389638.5577183,1638389638570968562,40,-11,8191,138
1638389638.6569595,1638389638670385472,34,-7,8191,106
1638389638.7569263,1638389638770619300,33,-2,8191,108
1638389638.8577185,1638389638871407134,48,-15,8191,124
1638389638.958737,1638389638971741170,52,-12,8191,121
1638389639.0573633,1638389639070980594,49,-9,8191,117
1638389639.1451266,1638389639158389511,43,-13,8190,107
1638389639.257842,1638389639271043034,42,-13,8191,114
1638389639.345536,1638389639358136016,29,-6,8190,97
1638389639.445307,1638389639458879130,26,0,8190,99
1638389639.5588899,1638389639572351135,15,1,8191,106
1638389639.6593168,1638389639671926135,3,0,8191,104
1638389639.7596438,1638389639772892580,-3,-1,8191,107
1638389639.8587494,1638389639871881127,-1,0,8191,106
1638389639.9596562,1638389639973170486,0,-1,8191,103
1638389640.0579777,1638389640071706447,0,0,8191,103
1638389640.1466026,1638389640158871424,0,0,8190,101
1638389640.245821,1638389640258435819,0,0,8190,104
1638389640.3577268,1638389640371328528,0,0,8191,103
1638389640.4609966,1638389640474319766,0,0,8191,102
1638389640.558303,1638389640571317830,0,0,8191,106
1638389640.6431863,1638389640656582356,0,0,8190,104
1638389640.7453358,1638389640758655217,0,0,8190,104
1638389640.8560643,1638389640869490966,-4,0,8191,101
1638389640.9593973,1638389640972493505,5,3,8191,108
1638389641.045379,1638389641058657774,15,3,8190,102
1638389641.1608093,1638389641173486633,27,4,8191,103
1638389641.2496946,1638389641255656829,18,0,8190,94
1638389641.3555877,1638389641368985077,27,-1,8191,106
1638389641.4559393,1638389641469232922,23,-8,8191,103
1638389641.555877,1638389641569456340,29,-2,8191,93
1638389641.6432366,1638389641656907061,30,-10,8190,84
1638389641.7435963,1638389641756721524,19,11,8190,81
1638389641.84111,1638389641854796733,37,-2,8190,94
1638389641.941234,1638389641954835204,39,13,8190,101
1638389642.054416,1638389642068029820,37,14,8191,109
1638389642.1417537,1638389642154888792,37,7,8190,123
1638389642.2558746,1638389642269244032,51,17,8191,140
1638389642.3556674,1638389642368952370,37,11,8191,139
1638389642.507008,1638389642469318150,23,6,8191,135
1638389642.5431755,1638389642556628420,9,-5,8190,123
1638389642.6418338,1638389642654709481,4,0,8190,122
1638389642.7546763,1638389642767924834,-2,0,8191,122
1638389642.8544853,1638389642868068950,-4,0,8191,132
1638389642.9546094,1638389642967972598,-1,0,8191,126
1638389643.0546026,1638389643067872457,0,0,8191,124
1638389643.1547632,1638389643168059873,1,0,8191,126
1638389643.241185,1638389643254827508,-1,0,8190,123
1638389643.408701,1638389643354755602,0,0,8190,127
1638389643.4451683,1638389643458550903,1,0,8190,122
1638389643.5559926,1638389643568981459,0,0,8191,126
1638389643.6553469,1638389643668918356,-1,0,8191,124
1638389643.7423863,1638389643755942603,0,0,8190,122
1638389643.8426366,1638389643855656637,0,0,8190,121
1638389643.9560268,1638389643968833888,1,0,8191,132
1638389644.0430152,1638389644055967572,-1,0,8190,123
1638389644.156097,1638389644169315520,0,0,8191,125
1638389644.2562134,1638389644269487747,0,0,8191,123
1638389644.343047,1638389644356183472,0,0,8190,134
1638389644.442338,1638389644455890494,0,0,8190,127
1638389644.5423381,1638389644555492621,0,0,8190,120
1638389644.6549778,1638389644668567133,1,0,8190,123
1638389644.75533,1638389644768621340,-2,0,8191,127
1638389644.8551567,1638389644868805701,1,0,8191,124
1638389644.956233,1638389644969453496,0,0,8191,125
1638389645.0424929,1638389645056146993,0,0,8190,131
1638389645.1429229,1638389645156138302,1,0,8190,128
1638389645.2553596,1638389645268693570,0,0,8191,122
1638389645.3427486,1638389645356222951,0,0,8190,122
